Technique,ID,Tactic-Name,Technique-Name,SubTechnique-Name,Platforms,Description,id
T1140,No sub-Techniques,Defense Evasion,Deobfuscate/Decode Files or Information,No sub-Technique,"Linux, Windows, macOS",The Winnti for Windows dropper can decrypt and decompresses a data blob.,T1140
T1140,No sub-Techniques,Defense Evasion,Deobfuscate/Decode Files or Information,No sub-Technique,"Linux, Windows, macOS",WIRTE has used Base64 to decode malicious VBS script.,T1140
T1140,No sub-Techniques,Defense Evasion,Deobfuscate/Decode Files or Information,No sub-Technique,"Linux, Windows, macOS",Woody RAT can deobfuscate Base64-encoded strings and scripts.,T1140
T1140,No sub-Techniques,Defense Evasion,Deobfuscate/Decode Files or Information,No sub-Technique,"Linux, Windows, macOS",xCaon has decoded strings from the C2 server before executing commands.,T1140
T1140,No sub-Techniques,Defense Evasion,Deobfuscate/Decode Files or Information,No sub-Technique,"Linux, Windows, macOS",YAHOYAH decrypts downloaded files before execution.,T1140
T1140,No sub-Techniques,Defense Evasion,Deobfuscate/Decode Files or Information,No sub-Technique,"Linux, Windows, macOS",Zeus Panda decrypts strings in the code during the execution process.,T1140
T1140,No sub-Techniques,Defense Evasion,Deobfuscate/Decode Files or Information,No sub-Technique,"Linux, Windows, macOS",ZIRCONIUM has used the AES256 algorithm with a SHA1 derived key to decrypt exploit code.,T1140
T1140,No sub-Techniques,Defense Evasion,Deobfuscate/Decode Files or Information,No sub-Technique,"Linux, Windows, macOS",ZxxZ has used a XOR key to decrypt strings.,T1140
T1528,No sub-Techniques,Credential Access,Steal Application Access Token,No sub-Technique,"Azure AD, Containers, Google Workspace, Office 365, SaaS","APT28 has used several malicious applications to steal user OAuth access tokens including applications masquerading as ""Google Defender"" ""Google Email Protection,"" and ""Google Scanner"" for Gmail users. They also targeted Yahoo users with applications masquerading as ""Delivery Service"" and ""McAfee Email Protection"".",T1528
T1528,No sub-Techniques,Credential Access,Steal Application Access Token,No sub-Technique,"Azure AD, Containers, Google Workspace, Office 365, SaaS",Peirates gathers Kubernetes service account tokens using a variety of techniques.,T1528
T1189,No sub-Techniques,Initial Access,Drive-by Compromise,No sub-Technique,"Linux, SaaS, Windows, macOS",APT28 has compromised targets via strategic web compromise utilizing custom exploit kits.,T1189
T1189,No sub-Techniques,Initial Access,Drive-by Compromise,No sub-Technique,"Linux, SaaS, Windows, macOS",APT32 has infected victims by tricking them into visiting compromised watering hole websites.,T1189
T1189,No sub-Techniques,Initial Access,Drive-by Compromise,No sub-Technique,"Linux, SaaS, Windows, macOS",APT38 has conducted watering holes schemes to gain initial access to victims.,T1189
T1189,No sub-Techniques,Initial Access,Drive-by Compromise,No sub-Technique,"Linux, SaaS, Windows, macOS",Axiom has used watering hole attacks to gain access.,T1189
T1189,No sub-Techniques,Initial Access,Drive-by Compromise,No sub-Technique,"Linux, SaaS, Windows, macOS",Bad Rabbit spread through watering holes on popular sites by injecting JavaScript into the HTML body or a .js file.,T1189
T1189,No sub-Techniques,Initial Access,Drive-by Compromise,No sub-Technique,"Linux, SaaS, Windows, macOS",Bundlore has been spread through malicious advertisements on websites.,T1189
T1189,No sub-Techniques,Initial Access,Drive-by Compromise,No sub-Technique,"Linux, SaaS, Windows, macOS","During C0010, UNC3890 actors likely established a watering hole that was hosted on a login page of a legitimate Israeli shipping company that was active until at least November 2021.",T1189
T1189,No sub-Techniques,Initial Access,Drive-by Compromise,No sub-Technique,"Linux, SaaS, Windows, macOS",Dark Caracal leveraged a watering hole to serve up malicious code.,T1189
T1189,No sub-Techniques,Initial Access,Drive-by Compromise,No sub-Technique,"Linux, SaaS, Windows, macOS",Earth Lusca has performed watering hole attacks.,T1189
T1189,No sub-Techniques,Initial Access,Drive-by Compromise,No sub-Technique,"Linux, SaaS, Windows, macOS",Elderwood has delivered zero-day exploits and malware to victims by injecting malicious code into specific public Web pages visited by targets within a particular sector.,T1189
T1189,No sub-Techniques,Initial Access,Drive-by Compromise,No sub-Technique,"Linux, SaaS, Windows, macOS",Grandoreiro has used compromised websites and Google Ads to bait victims into downloading its installer.,T1189
T1189,No sub-Techniques,Initial Access,Drive-by Compromise,No sub-Technique,"Linux, SaaS, Windows, macOS","KARAE was distributed through torrent file-sharing websites to South Korean victims, using a YouTube video downloader application as a lure.",T1189
T1189,No sub-Techniques,Initial Access,Drive-by Compromise,No sub-Technique,"Linux, SaaS, Windows, macOS",Lazarus Group delivered RATANKBA and other malicious code to victims via a compromised legitimate website.,T1189
T1189,No sub-Techniques,Initial Access,Drive-by Compromise,No sub-Technique,"Linux, SaaS, Windows, macOS",Leafminer has infected victims using watering holes.,T1189
T1189,No sub-Techniques,Initial Access,Drive-by Compromise,No sub-Technique,"Linux, SaaS, Windows, macOS",Leviathan has infected victims using watering holes.,T1189
T1189,No sub-Techniques,Initial Access,Drive-by Compromise,No sub-Technique,"Linux, SaaS, Windows, macOS",LoudMiner is typically bundled with pirated copies of Virtual Studio Technology (VST) for Windows and macOS.,T1189
T1189,No sub-Techniques,Initial Access,Drive-by Compromise,No sub-Technique,"Linux, SaaS, Windows, macOS",Machete has distributed Machete through a fake blog website.,T1189
T1189,No sub-Techniques,Initial Access,Drive-by Compromise,No sub-Technique,"Linux, SaaS, Windows, macOS",Magic Hound has conducted watering-hole attacks through media and magazine websites.,T1189
T1189,No sub-Techniques,Initial Access,Drive-by Compromise,No sub-Technique,"Linux, SaaS, Windows, macOS","During Operation Dust Storm, the threat actors used a watering hole attack on a popular software reseller to exploit the then-zero-day Internet Explorer vulnerability CVE-2014-0322.",T1189
T1189,No sub-Techniques,Initial Access,Drive-by Compromise,No sub-Technique,"Linux, SaaS, Windows, macOS",Patchwork has used watering holes to deliver files with exploits to initial victims.,T1189
T1189,No sub-Techniques,Initial Access,Drive-by Compromise,No sub-Technique,"Linux, SaaS, Windows, macOS",PLATINUM has sometimes used drive-by attacks against vulnerable browser plugins.,T1189
T1189,No sub-Techniques,Initial Access,Drive-by Compromise,No sub-Technique,"Linux, SaaS, Windows, macOS",POORAIM has been delivered through compromised sites acting as watering holes.,T1189
T1189,No sub-Techniques,Initial Access,Drive-by Compromise,No sub-Technique,"Linux, SaaS, Windows, macOS",REvil has infected victim machines through compromised websites and exploit kits.,T1189
T1189,No sub-Techniques,Initial Access,Drive-by Compromise,No sub-Technique,"Linux, SaaS, Windows, macOS","RTM has distributed its malware via the RIG and SUNDOWN exploit kits, as well as online advertising network Yandex.Direct.",T1189
T1189,No sub-Techniques,Initial Access,Drive-by Compromise,No sub-Technique,"Linux, SaaS, Windows, macOS",Snip3 has been delivered to targets via downloads from malicious domains.,T1189
T1189,No sub-Techniques,Initial Access,Drive-by Compromise,No sub-Technique,"Linux, SaaS, Windows, macOS","Transparent Tribe has used websites with malicious hyperlinks and iframes to infect targeted victims with Crimson, njRAT, and other malicious tools.",T1189
T1189,No sub-Techniques,Initial Access,Drive-by Compromise,No sub-Technique,"Linux, SaaS, Windows, macOS",Turla has infected victims using watering holes.,T1189
T1189,No sub-Techniques,Initial Access,Drive-by Compromise,No sub-Technique,"Linux, SaaS, Windows, macOS",Windigo has distributed Windows malware via drive-by downloads.,T1189
T1611,No sub-Techniques,Privilege Escalation,Escape to Host,No sub-Technique,"Containers, Linux, Windows",Doki’s container was configured to bind the host root directory.,T1611
T1611,No sub-Techniques,Privilege Escalation,Escape to Host,No sub-Technique,"Containers, Linux, Windows",Hildegard has used the BOtB tool that can break out of containers.,T1611
T1611,No sub-Techniques,Privilege Escalation,Escape to Host,No sub-Technique,"Containers, Linux, Windows",Peirates can gain a reverse shell on a host node by mounting the Kubernetes hostPath.,T1611
T1611,No sub-Techniques,Privilege Escalation,Escape to Host,No sub-Technique,"Containers, Linux, Windows",TeamTNT has deployed privileged containers that mount the filesystem of victim machine.,T1611
T1534,No sub-Techniques,Lateral Movement,Internal Spearphishing,No sub-Technique,"Google Workspace, Linux, Office 365, SaaS, Windows, macOS",Gamaredon Group has used an Outlook VBA module on infected systems to send phishing emails with malicious attachments to other employees within the organization.,T1534
T1534,No sub-Techniques,Lateral Movement,Internal Spearphishing,No sub-Technique,"Google Workspace, Linux, Office 365, SaaS, Windows, macOS","HEXANE has conducted internal spearphishing attacks against executives, HR, and IT personnel to gain information and access.",T1534
T1534,No sub-Techniques,Lateral Movement,Internal Spearphishing,No sub-Technique,"Google Workspace, Linux, Office 365, SaaS, Windows, macOS",Kimsuky has sent internal spearphishing emails for lateral movement after stealing victim information.,T1534
T1534,No sub-Techniques,Lateral Movement,Internal Spearphishing,No sub-Technique,"Google Workspace, Linux, Office 365, SaaS, Windows, macOS",Leviathan has conducted internal spearphishing within the victim's environment for lateral movement.,T1534
T1534,No sub-Techniques,Lateral Movement,Internal Spearphishing,No sub-Technique,"Google Workspace, Linux, Office 365, SaaS, Windows, macOS","During Operation Dream Job, Lazarus Group conducted internal spearphishing from within a compromised organization.",T1534
T1616,No sub-Techniques,"Collection, Impact, Command and Control",Call Control,No sub-Technique,,"Users should be encouraged to be very careful with what applications they grant phone call-based permissions to. Further, users should not change their default call handler to applications they do not recognize.",T1616
T1426,No sub-Techniques,Discovery,System Information Discovery,No sub-Technique,,"AbstractEmu can collect device information such as manufacturer, model, version, serial number, and telephone number.",T1426
T1426,No sub-Techniques,Discovery,System Information Discovery,No sub-Technique,,"Android/AdDisplay.Ashas can collect information about the device including device type, OS version, language, free storage space, battery status, device root, and if developer mode is enabled.",T1426
T1426,No sub-Techniques,Discovery,System Information Discovery,No sub-Technique,,"Android/Chuli.A gathered system information including phone number, OS version, phone model, and SDK version.",T1426
T1426,No sub-Techniques,Discovery,System Information Discovery,No sub-Technique,,"ANDROIDOS_ANSERVER.A gathers the device OS version, device build version, manufacturer, and model.",T1426
T1426,No sub-Techniques,Discovery,System Information Discovery,No sub-Technique,,Anubis can collect the device’s ID.,T1426
T1426,No sub-Techniques,Discovery,System Information Discovery,No sub-Technique,,"Asacub can collect various pieces of device information, including device model and OS version.",T1426
T1426,No sub-Techniques,Discovery,System Information Discovery,No sub-Technique,,"BOULDSPY can collect system information, such as Android version and device identifiers.",T1426
T1426,No sub-Techniques,Discovery,System Information Discovery,No sub-Technique,,"CarbonSteal has gathered device metadata, including model, manufacturer, SD card size, disk usage, memory, CPU, and serial number.",T1426
T1426,No sub-Techniques,Discovery,System Information Discovery,No sub-Technique,,"Cerberus can collect device information, such as the default SMS app and device locale.",T1426
T1426,No sub-Techniques,Discovery,System Information Discovery,No sub-Technique,,"Chameleon can gather basic device information such as version, model, root status, and country.",T1426
T1426,No sub-Techniques,Discovery,System Information Discovery,No sub-Technique,,CHEMISTGAMES has fingerprinted devices to uniquely identify them.,T1426
T1426,No sub-Techniques,Discovery,System Information Discovery,No sub-Technique,,"Corona Updates can collect various pieces of device information, including OS version, phone model, and manufacturer.",T1426
T1426,No sub-Techniques,Discovery,System Information Discovery,No sub-Technique,,Desert Scorpion can collect device metadata and can check if the device is rooted.,T1426
T1426,No sub-Techniques,Discovery,System Information Discovery,No sub-Technique,,Dvmap checks the Android version to determine which system library to patch.,T1426
T1426,No sub-Techniques,Discovery,System Information Discovery,No sub-Technique,,eSurv’s iOS version can collect device information.,T1426
T1426,No sub-Techniques,Discovery,System Information Discovery,No sub-Technique,,Exobot can obtain the device’s country and carrier name.,T1426
T1426,No sub-Techniques,Discovery,System Information Discovery,No sub-Technique,,"FakeSpy can collect device information, including OS version and device model.",T1426
T1426,No sub-Techniques,Discovery,System Information Discovery,No sub-Technique,,GoldenEagle has checked for system root.,T1426
